,102_1,102_2,102_3,102_4,102_5,102_6,102_7,102_8,102_9,102_10,102_11,102_12,103_1,103_2,103_3,103_4,103_5,103_6,103_7,103_8,103_9,103_10,103_11,103_12,104_1,104_2,104_3,104_4,104_5,104_6,104_7,104_8,104_9,104_10,104_11,104_12,105_1,105_2,105_3,105_4,105_5,105_6,105_7,105_8,105_9,105_10,105_11,105_12,106_1,106_2,106_3,106_4,106_5,106_6,106_7,106_8,106_9,106_10,106_11,106_12,107_1,107_2,107_3,107_4,107_5,107_6,107_7,107_8,107_9,107_10,107_11,107_12,108_1,108_2,108_3,108_4,108_5,108_6,108_7,108_8,108_9,108_10,108_11,108_12,109_1,109_2,109_3,109_4,109_5,109_6,109_7,109_8,109_9,109_10,109_11,109_12,110_1,110_2,110_3,110_4
1101,28.20236978451758,-30.598396121369056,-7.126542584938036,0.05927334869100821,-4.488100971113195,1.6425879990657657,1.1209024886918602,2.651533535251757,6.033121494909482,-1.2978305783114157,16.108836900448104,16.27528034672809,7.304489097062608,9.882415285976725,14.558281052035367,16.559375494303058,11.333924014609721,1.6842743414064216,4.575902440367893,1.1793422830761078,-2.4346546930093758,-2.109596166800747,-16.984350091705373,-13.169441807702553,-8.977757001317427,-20.771613567052892,-28.978441772684523,-26.756057298156232,-24.803578045087328,-11.697539133614585,-20.11501192073936,-25.66256525764453,-28.42098507287828,-22.51586129449104,-13.923130396478804,-13.814603979947035,-26.29682687831796,-24.698039814086485,-2.2288708915938398,-14.316857152506524,-1.5451119910197422,-8.575118247411933,-5.264290859515118,0.7771361273806789,0.8657863253239938,2.2312397321740147,10.782069747196147,11.124350246404047,-6.751029185213798,64.23193714408903,20.728367417004087,15.360273541213449,7.862628403396318,0.5827824164639712,2.793717226042145,-6.737389678339294,13.88654737107675,1.5252301795729912,12.618817122567437,16.664590982442046,56.84785710907469,-19.334698074146303,7.3436292917701875,31.69405618173777,36.00398914229198,36.890418599111364,37.081293976547826,54.00244425174383,29.30212786413705,40.130786952446776,18.007926578854157,3.803186115222247,-2.3203065529296767,5.6837552305037855,11.556632873309214,-3.8745500262985484,-5.511403743957313,-8.280236126402588,-4.760608967741313,-4.4683622306190385,-3.0276470711674137,-4.606032874333283,-0.8948375572272926,8.3344839389203,-20.14105451851347,-1.661107355085246,-12.90510400499994,-3.5815756309222246,-5.671798162998843,0.957152475186916,-2.962198659457695,-3.3609331929192834,-3.706469335592566,-8.188073038551217,-6.756256539147634,-11.333429679760046,14.584103391285234,-9.275576260245582,12.762048219512804,-1.6945772653423594
1102,55.101227158299714,-29.35027397851796,-4.9535627565025875,3.957457489742288,17.277795904988025,4.395031832768838,8.041076366471355,5.314804628814953,8.163765782177299,13.708315504257744,15.089538648912447,22.83344442946304,-0.029427339976169007,24.32296892636884,30.388588175373545,13.574291134946215,21.614087013492366,15.906351917112653,11.87370884718607,14.617306593189516,10.669058749932393,4.450435042994934,-5.598059542699865,1.3121989783371084,13.885000470377676,3.346184851344052,-25.486527681025173,-14.370680267614635,-25.88992959579354,-20.045857597954672,-13.55763730224522,-16.880024970295,-14.756288546983322,-12.782859876290805,-14.654553007515904,-18.708858984636624,-26.062589164200784,-20.862970848455763,1.2158685155654112,-3.6428296009032177,-5.049386410721884,-5.150373459267525,-16.66666376642069,-7.367639276926981,-8.439803862849674,-6.579551313516152,-3.881184120625844,2.6711403264776306,-17.84289256625758,17.504933189528114,-0.5543641165417794,-6.100819905745387,7.524078842642447,1.8926651390086024,9.674169208326148,7.282852768413496,14.338382616137213,5.923725061705848,24.522213790596684,17.37514927902836,62.65676468538946,11.775130096761362,20.463522569605992,37.741973684361795,34.07893767448568,41.611312661752685,33.68392633186911,31.07109771246393,32.67390248947184,31.11911035665627,14.866879502015893,-7.378371784672501,16.776268075000452,-7.118592452660803,30.078339694462525,17.34138664317653,9.581504163654586,-0.17772361977105733,11.280295228262545,0.3215329295149737,-4.00978373419791,-8.377108364193282,4.911190843996764,23.916509694411047,-34.094455709821865,-9.943273616751512,-38.96530928291715,-19.955704994456898,-14.851006399538155,-10.406664519783504,-12.983272112935634,-7.222236567343821,-1.871316465223808,5.944968365440133,-0.9653362603596948,2.5344282823239297,42.723142287449186,21.01287044847524,37.99439365020718,15.98506128560923
1103,-18.84839584528994,-48.82423937178113,-10.87320309505483,-2.092998946665916,4.581225177057793,-49.30455747837043,-11.212146768431897,66.25756249103384,50.8659264765833,23.613819524738126,64.4075671873437,-42.786757154544354,54.68825293373317,1.1461971459090965,41.43574184888988,5.62261092430532,-26.470396052284237,-26.66890836086002,-16.200235027204734,-3.231594106305492,7.147693784710853,-11.413434221455946,-23.648795843988644,-40.743964667763045,-30.462611439559307,-4.8793222108835455,-50.39590551648125,-29.19390881893928,13.94756953701235,-35.39092985200769,-28.832147850933186,-43.397380906259315,-43.892394829207795,-15.571139652772304,-23.547541320720768,-28.598363297706968,-36.40324867861287,-10.463187046231381,-0.1345164134934909,-26.442374581694892,6.696343620442783,93.03849873711896,53.07922731725096,6.876639849636312,46.6561612614947,-6.961044778905323,18.83344596752773,52.995341999504646,17.903693343063328,19.48045615086138,-2.9109648838357884,-33.82942186605609,-46.25894295512954,-48.229302209902926,-42.74388860160491,-11.203277322029418,-35.914761664383064,-44.02715083425285,-48.54316740135469,-52.70992555766474,-26.031024211607647,-26.775229865957684,-10.811657948554574,28.54445614562961,1.1131059245960502,20.3983875122712,0.34046977031285536,-0.6078853374851176,-6.484409285786625,6.572957860906342,1.0546110365759782,29.744577940721765,2.8856322707357607,-13.649175889800146,-3.8542860928831097,-5.931404963513901,-21.186832816804408,-24.34784620099811,2.988428339236801,-6.495548312044321,-9.065092744676884,-0.8531342313103626,1.2275146093826517,-32.81258644242349,-6.794871794871796,39.06480525228681,7.556192062702613,-1.2062133361534295,17.016773735484268,27.47605543367757,8.856039838032242,-6.022308038161403,8.171123843802517,-6.3551919673901365,12.302060824975008,27.305721470239874,18.453120360663885,-3.794102630409845,13.627829497529152,16.632874090119135
1104,52.502358941564076,-19.834675392726144,0.5056496498762539,-4.429187251767896,1.6377422998870348,29.45881430256479,10.873717081854883,16.038718625960957,0.9819322662537584,12.135574704363105,9.487147760653679,15.770862483406882,5.313876595386048,11.622423797772296,15.243907721362175,26.61752371202465,17.295052338834008,15.321851680898533,8.410951109072181,14.970129932884538,3.2293939481736875,3.620516065932169,1.5007555051420391,6.964154630728973,1.6013054035274,0.2449874667997168,-11.423406086619885,-10.379008629661056,-22.07323924764995,-14.262187774910258,-16.014420220860494,-16.80705914623086,-8.529279050738262,-14.497412663513005,-6.526844495945336,-13.513816936679845,-28.283346396791,-11.152173718672788,-7.83969685911417,-4.487160878138321,13.299526525341653,-9.846676035654024,-14.062439440331769,3.4055949820121407,-30.703959402844163,-16.637553545415386,-9.446951749451847,-2.8859400451399213,-2.530329939380302,3.4366278445684837,-1.3690746142211558,-16.249997077506855,-9.309829825931898,-13.981034984950972,0.8394312838957729,-5.544427159001788,37.271705439558566,-12.714766817179788,-7.0521174622121,-13.807719007765574,26.552979813941985,-13.048836251487725,2.1153783313182433,7.48158218713447,11.57801585556149,5.840136950223861,-1.9136696278323484,-3.3713279231650843,3.1576910097862116,36.01926469319578,10.54866143383172,16.433381024322404,4.133929230675683,0.9391317320602716,-0.08160055954669404,8.825416284644934,-1.1542342257784453,4.843960601347849,13.491746842369249,7.183003755469096,-5.9017371350501024,10.076524196211626,16.971421120633455,-1.6840101740938698,-24.93170225101039,52.99957877312129,9.739900260786019,14.848254859281322,-4.307645560485317,28.15128543456701,19.78766466283981,-3.5366478728857,15.25641222271642,-1.4762127097344606,-0.9910762601767724,21.302634942762808,42.08730824577877,-14.50510173277788,19.866296170450493,8.803732297045958
1108,68.32745808426121,-2.458473633046394,17.619518436663956,4.774031491186693,-1.7818559217930328,15.500757749280686,21.090879039144927,28.92919207342993,11.70477516992384,6.4432186339979785,26.731421027231224,9.805920593455241,5.184702429628769,-12.191625501921024,4.892373184211887,26.3435841062383,7.215562267950412,12.08093254986974,-5.940323769484862,9.725281247114992,5.1311176625482116,7.471215919426759,-5.5024949662960685,2.2895774187618723,2.3765642820778954,40.44856953691405,-7.532934491004619,-5.41326361076619,15.206784983235634,7.0369382907557325,11.982053886712134,-20.813250477781647,-16.330499609564928,-18.23642578770064,-1.143643261120298,-5.036440480548436,-32.874219873329395,-26.99036403510056,-8.987344998829743,-11.328264034945803,-16.94878195820703,-23.49817600478247,-27.27315923723707,17.91563576752023,-1.5522372290408353,-0.5362255176696912,-20.45707993627589,-19.261663115397557,-9.042800617918488,-6.918733356860983,-12.525652711930865,-23.651656692453656,-14.898234080783968,-27.86598469106861,-19.746618912706477,-24.457288502136866,-20.311228368286898,-34.05063226880689,-23.741683135947408,-17.60458702114913,1.126042939265657,-14.915553640672126,-8.357395678092399,-4.168444770667259,-11.524749739452714,13.376747545127392,-2.1855132958843075,-12.934909669657795,-4.0892290656611,15.55502528615304,4.264753025147443,-7.039417017294905,10.254417181744397,-14.89561021060254,-0.5548850209630288,15.36452859763809,3.629901453250549,-1.5562906716660996,18.488393208438,16.859971268529645,21.867065032120166,16.01907794379201,28.12246485525365,25.957643984118995,-16.080342253014678,132.2244369737899,33.51847534119256,24.81641828838232,16.997189410169224,32.58038662048985,22.617321949693164,22.87993943880405,21.867598673682323,9.563412547583097,16.264929612892598,2.7193402655558168,40.81040503382311,-28.496136186610908,-16.388501496279034,-14.50650423802196
1109,57.588499299889534,-39.310016828857826,25.240978461014237,12.331110618901622,4.663914887929196,0.6092144963894633,-1.094357644811353,5.022210541834661,37.5794106319572,70.86165021502262,58.82477561946206,44.56855391063591,21.52222627547032,30.751970850831537,38.76464017286981,28.001868019250974,66.23681874019387,52.66084167040136,23.556902997944345,-30.38354023998731,-2.782239543839909,-12.109350984691682,-12.737960260794173,-24.23097216364788,-6.489800119216602,7.766348724988988,-42.442575108590724,-24.16045759317664,-26.68401885449953,-28.16219950689443,-5.990827147845943,63.58658963186365,23.782233354952695,-9.799096165912058,-25.523599414171837,-13.280965748225968,-22.322986579104857,-34.79453357100416,31.038673055947694,9.810645036280787,-1.6373606634267066,-0.022122602232539274,-8.295275707456128,-2.275059824158509,-21.933537199564565,-14.233713008678405,22.323119978033013,42.94339769434033,-1.6820266975244864,27.2613285122762,15.573719270618524,17.251316100108788,13.423205204621258,28.729174798009755,35.04924975877008,33.67188849616246,50.73685550457389,3.4597458962268033,52.63805906694632,13.07262721863586,42.75355791749234,4.785418051004743,-12.840582217704434,13.171660224928074,39.88769823877206,37.849632819885976,48.17947722008833,22.803620221381625,32.580215494574254,93.29389082511469,-18.848377532042328,21.70376189829483,40.684607376092366,-18.021495030777476,34.38792652090948,38.158394303835784,27.951870401127948,13.968978607847486,-3.2595821521494317,21.584303296762037,4.593449799359573,-12.487840300327456,59.37524025700635,-2.311032386376477,-28.730647099980267,33.21952520672179,-9.784667880394844,2.5814733980128834,-11.681535999360332,-7.113572194886228,9.751805967428194,-14.036451964795525,-6.493531657991,23.649927590120946,-17.40640049801815,23.284715966517787,55.0666540805303,-4.723790645522985,80.6803250168853,-0.8633397049555
1110,55.52689214574478,-12.407267455311013,21.80925563887835,44.656755685603216,29.610282991532788,56.07512379725432,29.046380217075075,35.136695177625015,14.66196554873516,7.862640750976406,6.627392365449513,23.26157340291872,0.7441834576422129,20.53880353919972,6.48516897132009,3.9668429060257537,5.039339762657344,3.8814728832140313,-12.655669119798837,-9.446795842555561,11.362008496344595,3.9703126488867233,4.056947296372348,0.9590222579412141,4.477974773062537,-11.135457294359963,-7.3932849670997145,-6.334664035166413,-12.250809941589615,4.24547920714636,-8.319011248782365,-9.65044560859342,-23.024845719228395,-23.794055050355897,-14.761568982392626,-15.655352176255589,-25.786612515996662,-17.848571522503864,-13.001020259437402,-12.42652076574042,-6.8889547653376075,-28.884998332618746,-23.169898149088077,-18.492619721875048,-39.813580931663154,-26.154205919689986,-14.898568976799893,-18.03805117226615,-25.891591075894798,15.905634704658235,-7.28904897526107,-22.13677842715062,-20.38769618164847,-9.637252767496776,0.22813755196955815,7.4796195652173925,178.3376219256777,53.99683329563448,33.03107022901871,55.8116021401188,47.40728632827899,-16.043159257660772,21.914858373364254,3.375471863752085,29.555101113383326,10.64931935911336,38.19241213846925,-10.61247708741546,-45.07772020725388,4.4428777062953495,-24.40806622242096,-17.248434049840025,21.51551125838182,-14.740294456325051,-8.708621541501978,0.4025306781028407,-7.221680475365328,-4.459612244043382,-27.010715762027413,21.74576236943653,-4.543959915446647,-19.364111449256608,9.647819249469784,-17.88884411383513,-32.22396976805355,39.001772643409254,-0.9518397499644836,23.338605587461625,-19.57897602250301,14.27857643758766,8.600529745931063,-18.158661146190287,17.492577465019767,0.17440562562786024,-1.4835916734650911,6.528544142614602,9.190413584451381,-10.550880541337731,-0.03005218151517635,-1.3166737529316563
1201,13.145907754248162,11.494932254632547,13.466556156442179,10.832803282204077,14.52148833362185,8.927807756228834,16.245698845718387,9.784595267158123,9.5062102443438,9.760354638380461,5.803328961755981,2.9084865687281014,2.2631733179370626,-10.902063078476765,-1.9965745104512136,0.5856005928718173,-5.754243118185331,-2.4625219394230533,-1.2922557531389989,-7.675964901184198,-8.32065700174447,-23.933184114892484,-33.785621986538914,-31.24253162519977,-29.320816427479485,-23.365950033851966,-32.721179729544424,-28.616202193335692,-24.501444898857077,-22.624389780963373,-27.483523080566787,-17.949416655408907,-25.412079632536354,-5.264206178903341,6.1962037507343055,-14.776168889607115,-26.811137777874308,-24.62152931158077,-23.987873765235065,-24.192001775908288,-13.349201841919566,-11.770017472581792,-15.266679954453151,-17.268665061796266,-7.454303122619954,-13.72497573155272,-16.286537722970074,0.2750297506178975,0.034622014160403794,6.017883581758221,2.0442130419938547,0.5077732016806025,-9.697930505735757,-7.95583440839211,1.6587674965647343,1.2398912968906897,0.7804967906928898,2.4561214523255743,26.66895411103872,9.700383659543114,7.231024432210072,8.290671242527111,8.970214229970733,12.47348371928523,14.673025519364982,12.02186539385441,8.798151628121689,7.942109274848215,10.216775406483562,13.626642322195822,-0.5446751732088965,14.188040538532409,21.688180248387926,11.32750410482124,15.726439776358635,13.229165693043726,6.861953243637067,0.4320091213548141,-2.60352014285248,4.330639006362514,-3.2279411012475085,-1.8649990098099345,-4.6741287229185255,-2.4284340403713087,-8.927478681623475,-18.407235956048485,-10.923969597099624,-13.124279920801609,-13.923239359580275,-8.34454421891518,-6.983902717977045,-7.476038751752367,-1.4668906358584766,-4.903491685313671,2.01451431367123,-1.7865800429872898,1.316874311347059,26.408234099244307,5.871068035912857,6.360632194634613
1203,17.751203569227822,4.600505304455246,-6.882048661229169,1.4205867591367431,-5.825237474524151,-11.194860039601355,1.8881476690190475,3.39380946306412,7.176986314876974,-17.701448049463274,0.16444268230063766,-2.447163292350438,-4.427099224642786,-14.065114954125171,1.9546546813812744,5.185720037699603,-3.3326132298933415,-2.3575365861330737,22.49258092758303,10.740894878150288,-40.31785703333436,26.55290636922256,-6.038051730626972,18.462940125130046,13.531214568475473,18.36668922620774,1.6831251022969065,15.144743285695041,10.38938693658149,11.495633849792304,-16.255457265472952,5.8998227392604266,96.11513610029932,19.441662058003413,30.779253366113963,8.643378156238686,-5.795387344766411,-6.451481158788935,-8.483255086071987,-3.6516535702147497,-4.009681568829792,-11.291594573371995,-1.245305396323384,-9.14463911665782,-16.899385765680496,-15.852144222845697,-7.916790615885332,-9.890498845677989,-1.6795381812721724,-1.7311166502778477,7.262166963394066,-11.9299354831248,-6.4670497748197535,-3.9731914477806116,-3.707077811782136,-2.9446126619381423,7.17430115197112,-1.212466355116812,-5.590356563244911,1.1582273777633083,-8.432032412918801,-4.3563250488690315,-7.7951655543469744,5.636817695326437,4.9806143156743685,-0.5868080912076554,-7.365639964643374,1.8375007567960284,-4.216324744523669,0.40684369918105423,2.637035117273552,-8.856608129853775,9.33327974922638,-1.9750055297500555,1.7456117644036682,-2.7838381578102243,0.9899202247468653,15.389015444209175,15.93259793641473,0.29952946072457104,3.812428736510325,-0.2808629163967305,15.439563474528125,11.209879386280551,-5.037419041807876,13.352182340450973,9.54432194024894,2.591606689584768,-12.008409387345644,-9.702567313713214,-11.289893689186034,-11.175014382594444,-0.08191340846685095,-15.336136905618687,-17.745058332777948,-10.394168746052618,5.529137853953656,-11.888665934100935,-11.336821222344945,-2.1594749951700054
1210,16.142179560177475,-12.553773821279604,-3.888255440190136,-2.4775385476555503,1.8244430992031384,2.7351361904007514,2.30027927985794,-1.9586366808566036,7.03701712043138,10.17941686574239,8.664901330502191,5.675001235864638,5.931919554676296,2.210145422178716,4.751391015220077,11.6775439039166,10.647668005033346,-2.2498987597332687,2.2248671362531485,0.09964793229241302,-1.7985485717212832,1.802091159166987,-5.762519553457193,4.085820249951381,-8.174347596661521,-2.0938546601651966,-12.434608381964527,-17.262834518290354,-20.969860978292484,-11.360932091537142,-12.599674176415716,-16.068035264911902,-12.57160777335091,-17.72993652919188,-19.152737776841878,-21.63607611578655,-16.840147653096842,-8.436134110275509,-5.9768534351299945,-12.083496065219865,-1.620181669014614,1.3135274121105247,-5.800424840853464,0.346061801544018,-6.209193868841817,-2.3653073638275917,7.726813957868299,7.85331940519745,-0.3520382995308168,2.082309757441255,6.118144799108772,10.145819505621594,-0.5446963661215439,-8.522869832492889,0.3101037832889603,1.0128764306781342,7.843085683073277,0.7537964340541158,-6.1416053948327765,-2.2901403632647783,6.042180269122905,-1.1467816343395167,-24.334517231323694,-11.746404413865116,2.151415717162235,3.2496477377321598,-1.609964352018821,-4.1784047585993305,-9.170812053397857,-6.534092470196755,3.774479080966388,-11.078161459960985,7.862130308159137,-9.378240079796194,21.155211767940198,15.584541061063574,4.495201611459295,3.710802184669408,7.1320835493297965,10.292213907349824,4.3703109783950245,12.090167414855422,2.4823802725564583,9.970250442063287,-13.94799953682241,17.617461814249577,1.6924340296888831,-3.799044864590565,-5.178142562871913,4.9722570112560245,-1.4417057743254824,-2.2562614463395025,7.523990737706303,10.412263873706006,7.653187762247285,17.823050253576515,37.32628422518348,-0.5084193867363235,29.48660651981904,37.747107235555845
